timestamp,solexs_flux,hel1os_flux,quality_flag
2026-01-01 03:05:00+00:00,101.932,51.637,1
2026-01-01 03:10:00+00:00,102.037,53.681,1
2026-01-01 03:15:00+00:00,105.06,53.089,1
2026-01-01 03:20:00+00:00,105.317,51.607,1
2026-01-01 03:25:00+00:00,104.986,52.85,1
2026-01-01 03:30:00+00:00,102.636,54.304,1
2026-01-01 03:35:00+00:00,104.497,54.369,1
2026-01-01 03:40:00+00:00,104.329,50.574,1
2026-01-01 03:45:00+00:00,104.595,50.967,1
2026-01-01 03:50:00+00:00,105.96,53.89,1
2026-01-01 03:55:00+00:00,104.722,50.867,1
2026-01-01 04:00:00+00:00,105.688,50.578,1
2026-01-01 04:05:00+00:00,104.519,51.608,1
2026-01-01 04:10:00+00:00,105.013,52.722,1
2026-01-01 04:15:00+00:00,105.747,52.119,1
2026-01-01 04:20:00+00:00,101.617,51.485,1
2026-01-01 04:25:00+00:00,103.937,51.479,1
2026-01-01 04:30:00+00:00,103.679,51.455,1
2026-01-01 04:35:00+00:00,103.382,51.275,1
2026-01-01 04:40:00+00:00,104.148,55.087,1
2026-01-01 04:45:00+00:00,107.725,52.724,1
2026-01-01 04:50:00+00:00,103.037,53.448,1
2026-01-01 04:55:00+00:00,106.737,51.813,1
2026-01-01 05:00:00+00:00,101.464,52.192,1
2026-01-01 05:05:00+00:00,104.187,51.572,1
2026-01-01 05:10:00+00:00,105.207,49.259,1
2026-01-01 05:15:00+00:00,106.076,50.798,1
2026-01-01 05:20:00+00:00,106.346,50.289,1
2026-01-01 05:25:00+00:00,106.529,49.771,1
2026-01-01 05:30:00+00:00,104.26,51.044,1
2026-01-01 05:35:00+00:00,104.046,54.075,1
2026-01-01 05:40:00+00:00,106.697,52.437,1
2026-01-01 05:45:00+00:00,104.607,54.043,1
2026-01-01 05:50:00+00:00,102.444,52.991,1
2026-01-01 05:55:00+00:00,102.732,53.438,1
2026-01-01 06:00:00+00:00,103.161,51.419,1
2026-01-01 06:05:00+00:00,105.993,53.128,1
2026-01-01 06:10:00+00:00,105.28,53.372,1
2026-01-01 06:15:00+00:00,106.37,51.803,1
2026-01-01 06:20:00+00:00,104.126,53.162,1
2026-01-01 06:25:00+00:00,105.287,53.165,1
2026-01-01 06:30:00+00:00,106.208,51.819,1
2026-01-01 06:35:00+00:00,104.323,51.124,1
2026-01-01 06:40:00+00:00,105.838,51.041,1
2026-01-01 06:45:00+00:00,103.58,52.556,1
2026-01-01 06:50:00+00:00,104.156,52.833,1
2026-01-01 06:55:00+00:00,104.094,51.478,1
2026-01-01 07:00:00+00:00,102.44,52.447,1
2026-01-01 07:05:00+00:00,105.778,53.085,1
2026-01-01 07:10:00+00:00,103.836,53.127,1
2026-01-01 07:15:00+00:00,104.772,54.232,1
2026-01-01 07:20:00+00:00,105.682,53.886,1
2026-01-01 07:25:00+00:00,105.591,51.136,1
2026-01-01 07:30:00+00:00,106.015,54.343,1
2026-01-01 07:35:00+00:00,104.487,51.673,1
2026-01-01 07:40:00+00:00,103.858,53.556,1
2026-01-01 07:45:00+00:00,104.599,52.381,1
2026-01-01 07:50:00+00:00,101.482,51.811,1
2026-01-01 07:55:00+00:00,102.124,50.155,1
2026-01-01 08:00:00+00:00,102.615,52.153,1
2026-01-01 08:05:00+00:00,103.61,50.544,1
2026-01-01 08:10:00+00:00,106.874,53.658,1
2026-01-01 08:15:00+00:00,104.878,54.429,1
2026-01-01 08:20:00+00:00,106.708,51.8,1
2026-01-01 08:25:00+00:00,111.011,53.303,1
2026-01-01 08:30:00+00:00,108.824,52.294,1
2026-01-01 08:35:00+00:00,112.303,52.675,1
2026-01-01 08:40:00+00:00,110.406,54.663,1
2026-01-01 08:45:00+00:00,113.442,54.031,1
2026-01-01 08:50:00+00:00,113.647,56.548,1
2026-01-01 08:55:00+00:00,116.662,54.309,1
2026-01-01 09:00:00+00:00,120.913,56.565,1
2026-01-01 09:05:00+00:00,117.79,56.024,1
2026-01-01 09:10:00+00:00,124.289,57.486,1
2026-01-01 09:15:00+00:00,126.305,56.725,1
2026-01-01 09:20:00+00:00,127.377,58.069,1
2026-01-01 09:25:00+00:00,128.836,59.022,1
2026-01-01 09:30:00+00:00,135.564,59.381,1
2026-01-01 09:35:00+00:00,138.659,62.613,1
2026-01-01 09:40:00+00:00,145.123,64.246,1
2026-01-01 09:45:00+00:00,150.261,66.024,1
2026-01-01 09:50:00+00:00,159.503,69.165,1
2026-01-01 09:55:00+00:00,162.253,71.17,1
2026-01-01 10:00:00+00:00,167.219,71.112,1
2026-01-01 10:05:00+00:00,175.955,74.062,1
2026-01-01 10:10:00+00:00,181.818,74.733,1
2026-01-01 10:15:00+00:00,188.978,77.08,1
2026-01-01 10:20:00+00:00,191.59,77.509,1
2026-01-01 10:25:00+00:00,192.804,80.872,1
2026-01-01 10:30:00+00:00,195.52,79.534,1
2026-01-01 10:35:00+00:00,188.977,78.455,1
2026-01-01 10:40:00+00:00,187.129,79.229,1
2026-01-01 10:45:00+00:00,182.047,73.781,1
2026-01-01 10:50:00+00:00,177.285,72.142,1
2026-01-01 10:55:00+00:00,168.453,73.365,1
2026-01-01 11:00:00+00:00,164.938,70.12,1
2026-01-01 11:05:00+00:00,155.356,67.883,1
2026-01-01 11:10:00+00:00,144.995,63.525,1
2026-01-01 11:15:00+00:00,138.333,62.713,1
2026-01-01 11:20:00+00:00,133.94,62.932,1
2026-01-01 11:25:00+00:00,128.622,59.516,1
2026-01-01 11:30:00+00:00,125.353,56.972,1
2026-01-01 11:35:00+00:00,122.416,54.737,1
2026-01-01 11:40:00+00:00,113.445,53.534,1
2026-01-01 11:45:00+00:00,107.408,50.427,1
2026-01-01 11:50:00+00:00,102.557,52.473,1
2026-01-01 11:55:00+00:00,105.36,52.536,1
2026-01-01 12:00:00+00:00,101.673,49.136,1
2026-01-01 12:05:00+00:00,101.322,49.855,1
2026-01-01 12:10:00+00:00,100.077,48.975,1
2026-01-01 12:15:00+00:00,100.391,48.989,1
2026-01-01 12:20:00+00:00,102.341,50.047,1
2026-01-01 12:25:00+00:00,100.177,47.353,1
2026-01-01 12:30:00+00:00,99.282,50.489,1
2026-01-01 12:35:00+00:00,97.321,50.572,1
2026-01-01 12:40:00+00:00,95.873,49.293,1
2026-01-01 12:45:00+00:00,98.105,46.552,1
2026-01-01 12:50:00+00:00,98.84,48.273,1
2026-01-01 12:55:00+00:00,102.364,50.891,1
2026-01-01 13:00:00+00:00,98.976,46.022,1
2026-01-01 13:05:00+00:00,100.571,48.885,1
2026-01-01 13:10:00+00:00,97.5,47.833,1
2026-01-01 13:15:00+00:00,96.024,50.162,1
2026-01-01 13:20:00+00:00,96.36,48.335,1
2026-01-01 13:25:00+00:00,96.738,49.579,1
2026-01-01 13:30:00+00:00,102.344,49.722,1
2026-01-01 13:35:00+00:00,96.344,51.197,1
2026-01-01 13:40:00+00:00,99.564,48.7,1
2026-01-01 13:45:00+00:00,95.983,49.346,1
2026-01-01 13:50:00+00:00,99.554,47.064,1
2026-01-01 13:55:00+00:00,98.365,50.226,1
2026-01-01 14:00:00+00:00,97.187,47.837,1
2026-01-01 14:05:00+00:00,97.325,48.03,1
2026-01-01 14:10:00+00:00,96.004,48.63,1
2026-01-01 14:15:00+00:00,98.114,46.736,1
2026-01-01 14:20:00+00:00,96.222,48.841,1
2026-01-01 14:25:00+00:00,94.592,49.683,1
2026-01-01 14:30:00+00:00,94.4,48.83,1
2026-01-01 14:35:00+00:00,97.216,46.529,1
2026-01-01 14:40:00+00:00,99.944,48.244,1
2026-01-01 14:45:00+00:00,97.023,49.242,1
2026-01-01 14:50:00+00:00,96.385,46.057,1
2026-01-01 14:55:00+00:00,97.114,46.981,1
2026-01-01 15:00:00+00:00,99.076,49.284,1
2026-01-01 15:05:00+00:00,96.827,48.518,1
2026-01-01 15:10:00+00:00,95.492,48.651,1
2026-01-01 15:15:00+00:00,98.453,50.352,1
2026-01-01 15:20:00+00:00,97.027,48.647,1
2026-01-01 15:25:00+00:00,99.172,48.84,1
2026-01-01 15:30:00+00:00,96.4,51.27,1
2026-01-01 15:35:00+00:00,93.519,47.727,1
2026-01-01 15:40:00+00:00,93.168,46.995,1
2026-01-01 15:45:00+00:00,99.145,48.435,1
2026-01-01 15:50:00+00:00,99.23,48.418,1
2026-01-01 15:55:00+00:00,95.366,47.231,1
2026-01-01 16:00:00+00:00,94.903,46.596,1
2026-01-01 16:05:00+00:00,98.539,50.58,1
2026-01-01 16:10:00+00:00,93.351,48.175,1
2026-01-01 16:15:00+00:00,93.726,46.879,1
2026-01-01 16:20:00+00:00,96.755,48.833,1
2026-01-01 16:25:00+00:00,94.634,47.581,1
2026-01-01 16:30:00+00:00,95.37,47.387,1
2026-01-01 16:35:00+00:00,95.013,48.345,1
2026-01-01 16:40:00+00:00,95.977,46.101,1
2026-01-01 16:45:00+00:00,98.08,48.056,1
2026-01-01 16:50:00+00:00,95.413,49.911,1
2026-01-01 16:55:00+00:00,96.488,48.159,1
2026-01-01 17:00:00+00:00,91.07,47.134,1
2026-01-01 17:05:00+00:00,95.046,46.963,1
2026-01-01 17:10:00+00:00,93.432,47.067,1
2026-01-01 17:15:00+00:00,92.658,47.243,1
2026-01-01 17:20:00+00:00,93.32,47.085,1
2026-01-01 17:25:00+00:00,94.39,48.629,1
2026-01-01 17:30:00+00:00,96.875,45.442,1
2026-01-01 17:35:00+00:00,92.377,48.549,1
2026-01-01 17:40:00+00:00,95.08,47.054,1
2026-01-01 17:45:00+00:00,94.042,47.958,1
2026-01-01 17:50:00+00:00,94.349,46.15,1
2026-01-01 17:55:00+00:00,97.007,49.095,1
2026-01-01 18:00:00+00:00,96.076,48.995,1
2026-01-01 18:05:00+00:00,97.676,48.652,1
2026-01-01 18:10:00+00:00,94.696,45.685,1
2026-01-01 18:15:00+00:00,93.619,48.5,1
2026-01-01 18:20:00+00:00,94.571,47.995,1
2026-01-01 18:25:00+00:00,95.515,45.589,1
2026-01-01 18:30:00+00:00,95.396,47.492,1
2026-01-01 18:35:00+00:00,92.889,47.967,1
2026-01-01 18:40:00+00:00,95.257,48.205,1
2026-01-01 18:45:00+00:00,95.553,47.761,1
2026-01-01 18:50:00+00:00,100.153,47.909,1
2026-01-01 18:55:00+00:00,98.897,49.34,1
2026-01-01 19:00:00+00:00,93.464,49.056,1
2026-01-01 19:05:00+00:00,94.625,44.159,1
2026-01-01 19:10:00+00:00,92.305,47.235,1
2026-01-01 19:15:00+00:00,94.084,47.435,1
2026-01-01 19:20:00+00:00,95.933,45.548,1
2026-01-01 19:25:00+00:00,97.752,47.783,1
2026-01-01 19:30:00+00:00,93.922,49.189,1
2026-01-01 19:35:00+00:00,94.115,46.408,1
2026-01-01 19:40:00+00:00,91.174,48.138,1
2026-01-01 19:45:00+00:00,95.19,46.659,1
2026-01-01 19:50:00+00:00,93.44,46.976,1
2026-01-01 19:55:00+00:00,94.557,49.581,1
2026-01-01 20:00:00+00:00,93.916,47.184,1
2026-01-01 20:05:00+00:00,95.537,48.417,1
2026-01-01 20:10:00+00:00,92.268,45.646,1
2026-01-01 20:15:00+00:00,92.909,50.156,1
2026-01-01 20:20:00+00:00,100.163,48.675,1
2026-01-01 20:25:00+00:00,93.393,47.765,1
2026-01-01 20:30:00+00:00,93.84,48.707,1
2026-01-01 20:35:00+00:00,99.774,46.359,1
2026-01-01 20:40:00+00:00,101.98,49.504,1
2026-01-01 20:45:00+00:00,93.898,47.732,1
2026-01-01 20:50:00+00:00,95.577,47.912,1
2026-01-01 20:55:00+00:00,97.071,47.604,1
2026-01-01 21:00:00+00:00,99.922,47.535,1
2026-01-01 21:05:00+00:00,94.569,49.105,1
2026-01-01 21:10:00+00:00,96.131,48.618,1
2026-01-01 21:15:00+00:00,98.258,49.134,1
2026-01-01 21:20:00+00:00,97.656,48.382,1
2026-01-01 21:25:00+00:00,96.118,49.051,1
2026-01-01 21:30:00+00:00,96.689,47.975,1
2026-01-01 21:35:00+00:00,94.294,51.197,1
2026-01-01 21:40:00+00:00,96.656,46.685,1
2026-01-01 21:45:00+00:00,96.689,50.124,1
2026-01-01 21:50:00+00:00,97.778,50.298,1
2026-01-01 21:55:00+00:00,96.295,47.68,1
2026-01-01 22:00:00+00:00,98.443,51.425,1
2026-01-01 22:05:00+00:00,99.62,49.992,1
2026-01-01 22:10:00+00:00,98.002,50.011,1
2026-01-01 22:15:00+00:00,98.492,48.928,1
2026-01-01 22:20:00+00:00,97.993,48.683,1
2026-01-01 22:25:00+00:00,97.986,48.742,1
2026-01-01 22:30:00+00:00,96.643,49.512,1
2026-01-01 22:35:00+00:00,98.821,50.775,1
2026-01-01 22:40:00+00:00,98.095,49.363,1
2026-01-01 22:45:00+00:00,102.579,48.103,1
2026-01-01 22:50:00+00:00,101.643,50.238,1
2026-01-01 22:55:00+00:00,99.373,50.406,1
2026-01-01 23:00:00+00:00,97.18,50.139,1
2026-01-01 23:05:00+00:00,96.587,50.3,1
2026-01-01 23:10:00+00:00,101.3,49.134,1
2026-01-01 23:15:00+00:00,99.55,48.397,1
2026-01-01 23:20:00+00:00,100.092,48.524,1
2026-01-01 23:25:00+00:00,95.75,47.657,1
2026-01-01 23:30:00+00:00,101.202,49.958,1
2026-01-01 23:35:00+00:00,100.365,49.628,1
2026-01-01 23:40:00+00:00,97.343,49.254,1
2026-01-01 23:45:00+00:00,98.73,46.29,1
2026-01-01 23:50:00+00:00,100.309,48.394,1
2026-01-01 23:55:00+00:00,99.996,51.29,1
2026-01-02 00:00:00+00:00,99.416,49.202,1
2026-01-02 00:05:00+00:00,99.902,50.487,1
2026-01-02 00:10:00+00:00,99.714,48.44,1
2026-01-02 00:15:00+00:00,100.632,51.89,1
2026-01-02 00:20:00+00:00,103.379,50.045,1
2026-01-02 00:25:00+00:00,95.411,50.62,1
2026-01-02 00:30:00+00:00,100.179,53.117,1
2026-01-02 00:35:00+00:00,101.114,52.2,1
2026-01-02 00:40:00+00:00,101.46,50.066,1
2026-01-02 00:45:00+00:00,100.232,49.776,1
2026-01-02 00:50:00+00:00,97.569,50.15,1
2026-01-02 00:55:00+00:00,101.844,51.206,1
2026-01-02 01:00:00+00:00,104.749,50.521,1
2026-01-02 01:05:00+00:00,98.331,50.225,1
2026-01-02 01:10:00+00:00,103.231,52.512,1
2026-01-02 01:15:00+00:00,100.95,50.667,1
2026-01-02 01:20:00+00:00,101.587,53.615,1
2026-01-02 01:25:00+00:00,99.706,51.015,1
2026-01-02 01:30:00+00:00,101.245,53.099,1
2026-01-02 01:35:00+00:00,104.614,51.436,1
2026-01-02 01:40:00+00:00,103.278,52.212,1
2026-01-02 01:45:00+00:00,105.676,50.236,1
2026-01-02 01:50:00+00:00,104.664,50.13,1
2026-01-02 01:55:00+00:00,103.283,51.754,1
2026-01-02 02:00:00+00:00,105.988,52.436,1
2026-01-02 02:05:00+00:00,103.472,51.345,1
2026-01-02 02:10:00+00:00,104.342,49.8,1
2026-01-02 02:15:00+00:00,102.185,49.757,1
2026-01-02 02:20:00+00:00,103.001,49.721,1
2026-01-02 02:25:00+00:00,101.562,49.357,1
2026-01-02 02:30:00+00:00,105.023,51.653,1
2026-01-02 02:35:00+00:00,100.773,52.915,1
2026-01-02 02:40:00+00:00,104.779,51.591,1
2026-01-02 02:45:00+00:00,102.915,48.936,1
2026-01-02 02:50:00+00:00,105.72,51.46,1
2026-01-02 02:55:00+00:00,104.959,51.533,1
2026-01-02 03:00:00+00:00,107.177,54.283,1
2026-01-02 03:05:00+00:00,105.073,50.057,1
2026-01-02 03:10:00+00:00,100.542,51.374,1
2026-01-02 03:15:00+00:00,103.625,53.927,1
2026-01-02 03:20:00+00:00,101.486,52.455,1
2026-01-02 03:25:00+00:00,102.863,52.626,1
2026-01-02 03:30:00+00:00,106.989,52.121,1
2026-01-02 03:35:00+00:00,105.307,52.412,1
2026-01-02 03:40:00+00:00,102.698,52.981,1
2026-01-02 03:45:00+00:00,102.13,51.107,1
2026-01-02 03:50:00+00:00,104.283,53.162,1
2026-01-02 03:55:00+00:00,101.841,50.49,1
2026-01-02 04:00:00+00:00,102.988,52.559,1
2026-01-02 04:05:00+00:00,105.008,52.406,1
2026-01-02 04:10:00+00:00,106.746,51.478,1
2026-01-02 04:15:00+00:00,105.702,52.215,1
2026-01-02 04:20:00+00:00,99.949,51.519,1
2026-01-02 04:25:00+00:00,105.185,51.002,1
2026-01-02 04:30:00+00:00,104.763,51.885,1
2026-01-02 04:35:00+00:00,105.488,51.005,1
2026-01-02 04:40:00+00:00,107.931,52.737,1
2026-01-02 04:45:00+00:00,100.608,50.987,1
2026-01-02 04:50:00+00:00,103.586,53.239,1
2026-01-02 04:55:00+00:00,105.982,50.982,1
2026-01-02 05:00:00+00:00,101.666,51.735,1
2026-01-02 05:05:00+00:00,107.809,51.679,1
2026-01-02 05:10:00+00:00,105.618,54.031,1
2026-01-02 05:15:00+00:00,106.597,52.848,1
2026-01-02 05:20:00+00:00,103.782,52.208,1
2026-01-02 05:25:00+00:00,106.569,53.069,1
2026-01-02 05:30:00+00:00,107.094,49.95,1
2026-01-02 05:35:00+00:00,105.436,52.433,1
2026-01-02 05:40:00+00:00,105.45,54.888,1
2026-01-02 05:45:00+00:00,105.53,52.653,1
2026-01-02 05:50:00+00:00,103.269,52.579,1
2026-01-02 05:55:00+00:00,104.704,53.157,1
2026-01-02 06:00:00+00:00,104.695,53.575,1
2026-01-02 06:05:00+00:00,105.766,50.102,1
2026-01-02 06:10:00+00:00,106.995,50.479,1
2026-01-02 06:15:00+00:00,102.872,52.747,1
2026-01-02 06:20:00+00:00,104.731,51.633,1
2026-01-02 06:25:00+00:00,107.933,54.06,1
2026-01-02 06:30:00+00:00,103.47,52.1,1
2026-01-02 06:35:00+00:00,103.297,50.149,1
2026-01-02 06:40:00+00:00,105.329,50.94,1
2026-01-02 06:45:00+00:00,106.593,49.152,1
2026-01-02 06:50:00+00:00,104.904,52.16,1
2026-01-02 06:55:00+00:00,107.515,52.202,1
2026-01-02 07:00:00+00:00,106.543,51.905,1
2026-01-02 07:05:00+00:00,106.484,53.695,1
2026-01-02 07:10:00+00:00,105.877,53.823,1
2026-01-02 07:15:00+00:00,109.39,52.163,1
2026-01-02 07:20:00+00:00,104.288,49.788,1
2026-01-02 07:25:00+00:00,100.653,53.071,1
2026-01-02 07:30:00+00:00,107.828,52.976,1
2026-01-02 07:35:00+00:00,103.661,52.66,1
2026-01-02 07:40:00+00:00,104.747,53.444,1
2026-01-02 07:45:00+00:00,107.103,50.844,1
2026-01-02 07:50:00+00:00,101.231,54.628,1
2026-01-02 07:55:00+00:00,101.88,51.041,1
2026-01-02 08:00:00+00:00,101.128,53.064,1
2026-01-02 08:05:00+00:00,102.686,50.112,1
2026-01-02 08:10:00+00:00,105.096,50.992,1
2026-01-02 08:15:00+00:00,105.206,53.898,1
2026-01-02 08:20:00+00:00,104.648,51.735,1
2026-01-02 08:25:00+00:00,101.207,53.024,1
2026-01-02 08:30:00+00:00,99.347,52.268,1
2026-01-02 08:35:00+00:00,104.008,51.824,1
2026-01-02 08:40:00+00:00,102.887,53.552,1
2026-01-02 08:45:00+00:00,104.678,51.596,1
2026-01-02 08:50:00+00:00,105.09,49.706,1
2026-01-02 08:55:00+00:00,103.888,50.842,1
2026-01-02 09:00:00+00:00,105.056,52.429,1
2026-01-02 09:05:00+00:00,103.916,52.203,1
2026-01-02 09:10:00+00:00,104.438,49.809,1
2026-01-02 09:15:00+00:00,101.887,50.779,1
2026-01-02 09:20:00+00:00,102.855,50.909,1
2026-01-02 09:25:00+00:00,103.523,51.126,1
2026-01-02 09:30:00+00:00,104.685,49.871,1
2026-01-02 09:35:00+00:00,102.169,50.724,1
2026-01-02 09:40:00+00:00,103.91,50.56,1
2026-01-02 09:45:00+00:00,102.246,52.315,1
2026-01-02 09:50:00+00:00,102.451,52.314,1
2026-01-02 09:55:00+00:00,104.253,51.122,1
2026-01-02 10:00:00+00:00,98.514,50.78,1
2026-01-02 10:05:00+00:00,99.812,51.37,1
2026-01-02 10:10:00+00:00,99.344,50.174,1
2026-01-02 10:15:00+00:00,97.544,49.73,1
2026-01-02 10:20:00+00:00,100.757,49.928,1
2026-01-02 10:25:00+00:00,103.513,50.245,1
2026-01-02 10:30:00+00:00,101.344,49.561,1
2026-01-02 10:35:00+00:00,102.208,51.101,1
2026-01-02 10:40:00+00:00,103.889,51.731,1
2026-01-02 10:45:00+00:00,104.263,48.899,1
2026-01-02 10:50:00+00:00,101.365,50.782,1
2026-01-02 10:55:00+00:00,104.106,50.436,1
2026-01-02 11:00:00+00:00,101.478,51.057,1
2026-01-02 11:05:00+00:00,99.514,50.579,1
2026-01-02 11:10:00+00:00,99.893,48.797,1
2026-01-02 11:15:00+00:00,98.014,48.973,1
2026-01-02 11:20:00+00:00,99.092,50.469,1
2026-01-02 11:25:00+00:00,100.045,51.615,1
2026-01-02 11:30:00+00:00,102.26,47.669,1
2026-01-02 11:35:00+00:00,103.986,50.687,1
2026-01-02 11:40:00+00:00,97.671,51.645,1
2026-01-02 11:45:00+00:00,101.113,49.98,1
2026-01-02 11:50:00+00:00,98.137,50.769,1
2026-01-02 11:55:00+00:00,101.058,49.211,1
2026-01-02 12:00:00+00:00,99.738,49.857,1
2026-01-02 12:05:00+00:00,96.229,48.0,1
2026-01-02 12:10:00+00:00,101.638,47.078,1
2026-01-02 12:15:00+00:00,98.463,50.968,1
2026-01-02 12:20:00+00:00,98.496,48.6,1
2026-01-02 12:25:00+00:00,97.316,49.181,1
2026-01-02 12:30:00+00:00,98.039,48.01,1
2026-01-02 12:35:00+00:00,100.095,47.928,1
2026-01-02 12:40:00+00:00,98.753,49.357,1
2026-01-02 12:45:00+00:00,99.682,48.637,1
2026-01-02 12:50:00+00:00,99.642,49.912,1
2026-01-02 12:55:00+00:00,101.453,49.949,1
2026-01-02 13:00:00+00:00,98.02,49.738,1
2026-01-02 13:05:00+00:00,95.647,49.587,1
2026-01-02 13:10:00+00:00,100.631,51.142,1
2026-01-02 13:15:00+00:00,97.73,47.915,1
2026-01-02 13:20:00+00:00,100.519,49.079,1
2026-01-02 13:25:00+00:00,98.955,50.453,1
2026-01-02 13:30:00+00:00,97.824,50.561,1
2026-01-02 13:35:00+00:00,98.684,47.287,1
2026-01-02 13:40:00+00:00,101.789,48.569,1
2026-01-02 13:45:00+00:00,101.943,50.524,1
2026-01-02 13:50:00+00:00,97.83,49.455,1
2026-01-02 13:55:00+00:00,97.915,49.032,1
2026-01-02 14:00:00+00:00,99.652,48.489,1
2026-01-02 14:05:00+00:00,95.715,48.243,1
2026-01-02 14:10:00+00:00,97.98,49.003,1
2026-01-02 14:15:00+00:00,97.17,48.308,1
2026-01-02 14:20:00+00:00,97.76,48.515,1
2026-01-02 14:25:00+00:00,95.377,48.616,1
2026-01-02 14:30:00+00:00,93.777,47.664,1
2026-01-02 14:35:00+00:00,92.724,49.074,1
2026-01-02 14:40:00+00:00,94.551,51.89,1
2026-01-02 14:45:00+00:00,95.786,46.219,1
2026-01-02 14:50:00+00:00,96.036,48.7,1
2026-01-02 14:55:00+00:00,100.417,47.359,1
2026-01-02 15:00:00+00:00,98.676,48.925,1
2026-01-02 15:05:00+00:00,94.464,48.25,1
2026-01-02 15:10:00+00:00,97.009,49.071,1
2026-01-02 15:15:00+00:00,95.427,49.531,1
2026-01-02 15:20:00+00:00,95.601,48.316,1
2026-01-02 15:25:00+00:00,96.471,49.409,1
2026-01-02 15:30:00+00:00,97.272,45.203,1
2026-01-02 15:35:00+00:00,95.289,49.892,1
2026-01-02 15:40:00+00:00,98.032,48.402,1
2026-01-02 15:45:00+00:00,93.559,49.215,1
2026-01-02 15:50:00+00:00,95.796,46.428,1
2026-01-02 15:55:00+00:00,100.921,46.866,1
2026-01-02 16:00:00+00:00,96.116,48.01,1
2026-01-02 16:05:00+00:00,98.483,47.788,1
2026-01-02 16:10:00+00:00,95.75,48.123,1
2026-01-02 16:15:00+00:00,96.682,49.06,1
2026-01-02 16:20:00+00:00,95.366,45.618,1
2026-01-02 16:25:00+00:00,95.109,48.886,1
2026-01-02 16:30:00+00:00,93.881,47.713,1
2026-01-02 16:35:00+00:00,96.328,47.453,1
2026-01-02 16:40:00+00:00,93.86,45.941,1
2026-01-02 16:45:00+00:00,97.107,48.345,1
2026-01-02 16:50:00+00:00,98.35,44.921,1
2026-01-02 16:55:00+00:00,97.61,48.735,1
2026-01-02 17:00:00+00:00,97.424,46.398,1
2026-01-02 17:05:00+00:00,100.591,48.607,1
2026-01-02 17:10:00+00:00,101.458,48.909,1
2026-01-02 17:15:00+00:00,107.146,51.146,1
2026-01-02 17:20:00+00:00,105.659,50.418,1
2026-01-02 17:25:00+00:00,113.502,50.89,1
2026-01-02 17:30:00+00:00,115.735,52.407,1
2026-01-02 17:35:00+00:00,122.829,56.036,1
2026-01-02 17:40:00+00:00,135.134,56.878,1
2026-01-02 17:45:00+00:00,141.346,57.801,1
2026-01-02 17:50:00+00:00,146.129,60.443,1
2026-01-02 17:55:00+00:00,153.965,61.923,1
2026-01-02 18:00:00+00:00,162.505,68.161,1
2026-01-02 18:05:00+00:00,181.507,70.457,1
2026-01-02 18:10:00+00:00,204.644,79.392,1
2026-01-02 18:15:00+00:00,220.766,85.508,1
2026-01-02 18:20:00+00:00,240.903,95.709,1
2026-01-02 18:25:00+00:00,265.554,99.113,1
2026-01-02 18:30:00+00:00,282.476,107.309,1
2026-01-02 18:35:00+00:00,302.015,115.253,1
2026-01-02 18:40:00+00:00,313.712,118.174,1
2026-01-02 18:45:00+00:00,316.587,117.065,1
2026-01-02 18:50:00+00:00,313.287,116.642,1
2026-01-02 18:55:00+00:00,299.427,112.3,1
